src_id,trg_id,total_samples,best_threshold,auroc,auprc,precision,recall,f1,accuracy,TP,TN,FP,FN
source_data,target_data,27981,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4929,23052,0,0
