src_id,trg_id,total_samples,best_threshold,auroc,auprc,precision,recall,f1,accuracy,TP,TN,FP,FN
source_data,target_data,27981,2.0,0.938690689019616,0.9232150031478074,0.9928366762177651,0.6644295302013423,0.7960941987363584,0.9619384582395196,2079,24837,15,1050
