src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9990295300152502,0.9997225305216426,0.99833748960931,0.002271149307489395,0.9991791447417472,0.9994358811730123,0.9993897932051972
