src_id,trg_id,best_f1,best_prec,best_rec,best_thr,avg_prc,roc_auc,macro_F1
source_data,target_data,0.9859463405730973,1.0,0.9722822174226062,2.0,0.9996633563870329,0.9998137335416757,0.9915249307439666
