src_id,trg_id,total_samples,best_threshold,auroc,auprc,precision,recall,f1,accuracy,TP,TN,FP,FN
source_data,target_data,5815,2.0,0.8799176964133713,0.9331714224710413,0.538091143594153,1.0,0.6996869409660106,0.538091143594153,3129,0,2686,0
