src_id,trg_id,threshold,precision,recall,f1,accuracy,auroc,auprc,TP,TN,FP,FN
source_data,target_data,2,1.0,0.6651876502126086,0.7989341623181969,0.9225952599747825,0.9729298324119672,0.9192989496738391,7196,35975,0,3622
