src_id,trg_id,total_samples,best_threshold,auroc,auprc,precision,recall,f1,accuracy,TP,TN,FP,FN
source_data,target_data,27981,2.0,1.0,1.0,1.0,0.9977426636568849,0.9988700564971752,0.9998927843894071,1326,26652,0,3
