src_id,trg_id,total_samples,best_threshold,auroc,auprc,precision,recall,f1,accuracy,TP,TN,FP,FN
source_data,target_data,27981,2.0,0.9602463522371391,0.9368296306763874,1.0,0.5480984340044742,0.708092485549133,0.9494657088738787,1715,24852,0,1414
